,Rajonas,Gatve,Kaina,Kvadrato kaina,Kambariai,Plotas,Aukstas,Is viso aukstu
1074,Fabijoniškės,Ateities g.,44999,1337,2,33.66,5,6
1075,Senamiestis,Kauno g.,109000,1648,2,66.16,5,6
1076,Naujamiestis,Kauno g.,109000,1648,2,66.16,5,6
1077,Justiniškės,Taikos g.,98000,1633,2,60,5,6
1078,Pašilaičiai,Leičių g.,85000,1871,2,45.42,7,9
1079,Naujamiestis,S. Konarskio g.,73000,1659,2,44,3,5
1080,Naujamiestis,J. Jasinskio g.,170000,2982,2,57,3,4
1081,Senamiestis,J. Jasinskio g.,170000,2982,2,57,3,4
1082,Bajorai,Salaspilio g.,182375,1836,4,99.31,2,3
1083,Verkiai,Verkių g.,465000,3224,4,144.25,2,3
1084,Žirmūnai,Verkių g.,465000,3224,4,144.25,2,3
1085,Senamiestis,Ankštoji g.,189200,4026,3,47,5,5
1086,Pašilaičiai,Leičių g.,79200,1650,2,48.01,8,9
1087,Antakalnis,Duburio g.,66000,1315,2,50.18,4,4
1088,Užupis,Olandų g.,87000,2613,2,33.3,2,6
1089,Žvėrynas,Paribio g.,114000,1966,2,58,2,4
1090,Pašilaičiai,Gabijos g.,95000,1829,2,51.95,3,5
1091,Pašilaičiai,Gabijos g.,95000,1829,2,51.95,3,5
1092,Fabijoniškės,S. Stanevičiaus g.,88000,1060,3,83,12,16
1093,Justiniškės,Taikos g.,79000,1274,3,62,4,5
1094,Turniškės,Turniškių g.,99000,1725,3,57.4,3,3
1095,Šiaurės miestelis,Kazimiero Ladygos g.,103000,1907,2,54,2,9
1096,Šnipiškės,Giedraičių g.,99950,1973,2,50.66,9,9
1097,Šnipiškės,Giedraičių g.,99950,1973,2,50.66,9,9
1098,Turniškės,Turniškių g.,76000,1970,2,38.58,3,3
1099,Šnipiškės,Giedraičių g.,75000,2340,1,32.05,8,10
1100,Šnipiškės,Giedraičių g.,75000,2305,1,32.54,8,10
1101,Šeškinė,Musninkų g.,56000,1556,1,36,1,5
1102,Naujamiestis,Naugarduko g.,49000,975,2,50.25,1,1
1103,Antakalnis,Saulėtekio al.,229000,1974,4,116,3,3
1104,Antakalnis,Pylimėlių g.,229000,1974,4,116,3,3
1105,Šeškinė,Buivydiškių g.,72000,1328,2,54.23,9,12
1106,Šeškinė,Buivydiškių g.,72000,1333,2,54,9,12
1107,Naujamiestis,A. Vivulskio g.,55450,1217,2,45.56,1,5
1108,Užupis,Užupio g.,550000,4400,4,125,1,3
1109,Naujamiestis,Smolensko g.,117000,3070,2,38.11,4,7
1110,Naujamiestis,Smolensko g.,117000,3070,2,38.11,4,7
1111,Naujoji Vilnia,Parko g.,53900,1437,2,37.52,1,4
1112,Užupis,Olandų g.,110000,2397,2,45.9,3,5
1113,Senamiestis,S. Skapo g.,138000,4673,1,29.53,2,2
1114,Bajorai,Salaspilio g.,133000,1320,4,100.75,2,3
1115,Bajorai,Salaspilio g.,95600,1484,3,64.42,2,3
1116,Bajorai,Salaspilio g.,95600,1490,3,64.16,2,3
1117,Bajorai,Salaspilio g.,80100,1527,2,52.46,1,3
1118,Bajorai,Salaspilio g.,133000,1348,4,98.63,2,3
1119,Bajorai,Šventeliškių g.,85305,1957,1,43.59,1,4
1120,Naujininkai,Brolių g.,130000,1857,3,70,1,2
1121,Naujamiestis,Brolių g.,130000,1857,3,70,1,2
1122,Naujininkai,Brolių g.,130000,1857,3,70,1,2
1123,Karoliniškės,Sausio 13-osios g.,73500,1983,2,37.07,2,7
1124,Karoliniškės,Sausio 13-osios g.,121000,2077,3,58.26,5,7
1125,Baltupiai,Didlaukio g.,54500,1469,2,37.11,2,6
1126,Baltupiai,Didlaukio g.,67700,1816,2,37.29,2,6
1127,Baltupiai,Didlaukio g.,46200,1642,1,28.14,2,6
1128,Justiniškės,Taikos g.,83000,1239,3,67,3,5
1129,Salininkai,Vaikų g.,16000,821,1,19.5,2,2
1130,Pilaitė,I. Kanto al.,85000,1227,3,69.28,2,5
1131,Verkiai,Žaliųjų Ežerų g.,64900,1336,2,48.58,6,8
1132,Antakalnis,Duburio g.,70722,1310,2,54,2,4
1133,Balsiai,Žaliųjų Ežerų g.,66000,1222,3,54.01,1,2
1134,Antakalnis,Svajonių g.,139000,1853,2,75,1,3
1135,Šnipiškės,Piromonto g.,139900,2640,3,53,8,9
1136,Žirmūnai,Piromonto g.,139900,2640,3,53,8,9
1137,Senamiestis,Pamėnkalnio g.,299900,2932,4,102.3,6,7
1138,Naujamiestis,Pamėnkalnio g.,299900,2932,4,102.3,6,7
1139,Žvėrynas,Vytauto g.,230000,1575,5,146,2,2
1140,Pašilaičiai,Leičių g.,85600,1614,2,53.03,6,9
1141,Balsiai,Žaliųjų Ežerų g.,70000,1295,3,54.05,2,2
1142,Aukštieji Paneriai,Šešėlių g.,41000,881,2,46.54,2,2
1143,Naujoji Vilnia,Pramonės g.,79900,940,3,85,1,2
1144,Antakalnis,K. Semenavičiaus g.,169000,2045,3,82.63,2,3
1145,Antakalnis,K. Semenavičiaus g.,169000,2045,4,82.63,2,3
1146,Justiniškės,Taikos g.,87000,1299,3,67,3,5
1147,Naujamiestis,Žemaitės g.,57000,2375,1,24,2,5
1148,Naujininkai,Šaltkalvių g.,22500,1324,1,17,3,5
1149,Šnipiškės,Kintų g.,150000,1987,4,75.5,5,6
1150,Naujamiestis,Savanorių pr.,50000,2778,1,18,2,5
1151,Užupis,Paupio g.,125000,2598,2,48.12,2,3
1152,Naujamiestis,S. Konarskio g.,130000,2500,2,52,2,9
1153,Naujamiestis,Kedrų g.,40000,2353,1,17,1,5
1154,Visoriai,Skersinės Sodų 3-ioji g.,119000,1451,4,82,1,1
1155,Naujininkai,Darbininkų g.,30500,1729,1,17.64,3,5
1156,Naujamiestis,Smolensko g.,129000,2434,2,53,4,11
1157,Senamiestis,Gedimino pr.,285000,3000,3,95,4,6
1158,Žvėrynas,Kęstučio g.,65000,1992,1,32.63,2,2
1159,Naujamiestis,A. Rotundo g.,340000,2972,4,114.4,4,4
1160,Naujamiestis,M. K. Čiurlionio g.,840000,4000,6,210,3,3
1161,Senamiestis,M. K. Čiurlionio g.,840000,4000,6,210,3,3
1162,Senamiestis,Šiaulių g.,1849000,9386,4,197,3,3
1163,Užupis,Užupio g.,1125000,7653,4,147,3,3
1164,Žirmūnai,Trinapolio g.,98300,1830,2,53.72,9,9
1165,Žirmūnai,Trinapolio g.,98300,1830,2,53.72,9,9
1166,Verkiai,Trinapolio g.,98300,1830,2,53.72,9,9
1167,Žirmūnai,Apkasų g.,49900,1919,1,26,4,5
1168,Žirmūnai,Apkasų g.,49900,1921,1,25.97,4,5
1169,Senamiestis,Gedimino pr.,139000,2707,2,51.35,4,5
1170,Senamiestis,Gedimino pr.,239000,2610,3,91.56,4,5
1171,Senamiestis,Vilniaus g.,239000,2610,2,91.56,4,5
1172,Senamiestis,Gedimino pr.,239000,2610,4,91.56,4,5
1173,Naujininkai,Šaltkalvių g.,73000,1135,3,64.3,1,5
1174,Naujamiestis,Eglių g.,72500,2132,2,34,3,5
1175,Užupis,Manufaktūrų g.,118134,2556,2,46.21,1,6
1176,Užupis,Manufaktūrų g.,181425,2784,3,65.17,2,6
1177,Markučiai,Manufaktūrų g.,78990,1500,2,52.66,3,6
1178,Užupis,Manufaktūrų g.,78990,1500,2,52.66,3,6
1179,Markučiai,Manufaktūrų g.,102637,1750,3,58.65,5,6
1180,Užupis,Manufaktūrų g.,102637,1750,3,58.65,5,6
1181,Žvėrynas,Paribio g.,95000,1863,2,51,1,5
1182,Žvėrynas,Lūšių g.,215000,2194,3,98,4,4
1183,Žvėrynas,Lūšių g.,215000,2194,2,98,4,4
1184,Žvėrynas,Lūšių g.,214999,2194,3,98,4,4
1185,Senamiestis,Šv. Stepono g.,160000,1975,4,81,3,4
1186,Senamiestis,V. Šopeno g.,160000,1967,5,81.35,3,4
1187,Senamiestis,Vokiečių g.,168000,3907,2,43,1,3
1188,Naujamiestis,Mindaugo g.,296000,3654,3,81,2,5
1189,Senamiestis,Mindaugo g.,296000,3654,3,81,2,5
1190,Senamiestis,Mindaugo g.,296000,3654,3,81,2,5
1191,Užupis,Krivių g.,249000,3507,3,71,2,4
1192,Senamiestis,Pamėnkalnio g.,159900,2710,2,59,2,4
1193,Senamiestis,Pamėnkalnio g.,159900,2708,2,59.04,2,4
1194,Baltupiai,Didlaukio g.,72500,1132,3,64.06,3,5
1195,Santariškės,Žaliųjų Ežerų g.,53000,1514,1,35,1,8
1196,Santariškės,Žaliųjų Ežerų g.,54500,1557,1,35,1,8
1197,Žirmūnai,Tuskulėnų g.,65000,1757,1,37,2,5
1198,Naujamiestis,Gedimino pr.,230000,2170,4,106,5,6
1199,Senamiestis,Gedimino pr.,230000,2170,4,106,5,6
1200,Senamiestis,Didžioji g.,122000,3935,1,31,3,4
1201,Viršuliškės,Viršuliškių g.,83900,1916,2,43.8,4,11
1202,Naujininkai,Darbininkų g.,50000,1163,3,43,1,3
1203,Antakalnis,Pylimėlių g.,69800,1888,2,36.98,1,3
1204,Antakalnis,Pylimėlių g.,89000,1819,3,48.94,3,3
1205,Antakalnis,Pylimėlių g.,115200,1820,3,63.3,3,3
1206,Antakalnis,Pylimėlių g.,68300,1839,2,37.13,2,3
1207,Karoliniškės,Vytauto Vaitkaus g.,67000,985,2,68,1,12
1208,Naujamiestis,Kauno g.,123000,1836,3,67,1,1
1209,Pašilaičiai,Leičių g.,86900,1640,2,53,3,9
1210,Jeruzalė,Mokyklos g.,65900,1318,2,50,5,5
1211,Pašilaičiai,Eitminų g.,99900,1693,3,59,2,9
1212,Antakalnis,Smėlio g.,359998,3188,4,112.93,6,7
1213,Žvėrynas,Vytauto g.,331066,4010,3,82.56,3,3
1214,Senamiestis,Gedimino pr.,626900,5501,4,113.96,6,6
1215,Žvėrynas,Vytauto g.,224876,3542,3,63.48,3,3
1216,Žvėrynas,Vytauto g.,302272,2754,3,109.74,3,3
1217,Žvėrynas,Vytauto g.,387035,3395,3,114.01,3,3
1218,Žvėrynas,Vytauto g.,387035,3395,3,114.01,3,3
1219,Senamiestis,Gedimino pr.,296688,5600,2,52.98,6,6
1220,Senamiestis,Gedimino pr.,319572,5400,3,59.18,6,6
1221,Antakalnis,Smėlio g.,144999,1928,3,75.19,1,7
1222,Antakalnis,Smėlio g.,91000,2453,2,37.1,2,7
1223,Žirmūnai,M. Katkaus g.,120950,2271,2,53.27,1,7
1224,Žirmūnai,M. Katkaus g.,71061,2680,1,26.52,7,7
1225,Žirmūnai,M. Katkaus g.,71034,2680,1,26.51,7,7
1226,Žirmūnai,Piromonto g.,103900,2225,2,46.69,1,6
1227,Žirmūnai,M. Katkaus g.,71665,2348,1,30.52,7,7
1228,Senamiestis,Aguonų g.,81995,3218,1,25.48,4,5
1229,Senamiestis,Šaltinių g.,236285,3500,3,67.51,5,5
1230,Naujamiestis,Aguonų g.,100441,2068,2,48.57,1,5
1231,Naujamiestis,Aguonų g.,149178,2305,3,64.71,2,5
1232,Naujamiestis,Aguonų g.,107172,2522,2,42.5,2,5
1233,Naujamiestis,Aguonų g.,157253,2250,3,69.89,2,7
1234,Naujamiestis,Aguonų g.,131994,2560,2,51.56,3,7
1235,Naujamiestis,Aguonų g.,108316,2820,2,38.41,5,7
1236,Žirmūnai,Kareivių g.,62000,1512,2,41,1,5
1237,Žirmūnai,Žirmūnų g.,82900,1295,3,64,6,9
1238,Kalnėnai,Kroatų g.,110000,1217,4,90.39,1,2
1239,Kalnėnai,Kroatų g.,110000,1217,4,90.39,1,2
1240,Pavilnys,Džiaugsmo g.,105000,1050,4,100,2,2
1241,Pilaitė,Bitėnų g.,79900,1776,2,45,2,4
1242,Pilaitė,Bitėnų g.,79900,1776,2,45,2,4
1243,Pilaitė,Bitėnų g.,79900,1737,2,46,2,4
1244,Žirmūnai,Žirmūnų g.,64000,1456,2,43.95,5,5
1245,Avižieniai,Mokyklos g.,45000,1250,2,36,3,5
1246,Bukiškio k.,Mokyklos g.,45000,1250,2,36,3,5
1247,Bukiškio k.,Mokyklos g.,45000,1250,2,36,3,5
1248,Pašilaičiai,Leičių g.,85000,1771,2,48,2,2
1249,Naujamiestis,Vytenio g.,75000,1389,2,54,4,4
1250,Justiniškės,Laisvės pr.,111000,2362,2,47,4,9
1251,Antakalnis,Pylimėlių g.,239000,2509,4,95.26,2,4
1252,Žvėrynas,Latvių g.,134964,2980,2,45.29,6,6
1253,Antakalnis,V. Grybo g.,168812,2059,3,82,2,4
1254,Antakalnis,V. Grybo g.,112554,2251,2,50,2,4
1255,Senamiestis,Mėsinių g.,595000,2820,5,211,2,2
1256,Pilaitė,I. Kanto al.,85000,1393,3,61,9,9
1257,Lazdynai,Architektų g.,59000,1204,2,49,3,9
1258,Užupis,Olandų g.,79000,2548,1,31,2,5
1259,Lazdynėliai,Jonažolių g.,65000,1895,1,34.3,3,7
1260,Naujamiestis,S. Konarskio g.,179000,1481,5,120.9,3,5
1261,Pilaitė,Priegliaus g.,103000,1578,3,65.28,6,6
1262,Naujoji Vilnia,Darželio g.,20000,1566,1,12.77,1,5
1263,Naujamiestis,Geležinio Vilko g.,29900,1908,1,15.67,2,5
1264,Žvėrynas,Danielių g.,275000,3161,2,87,4,5
1265,Naujoji Vilnia,Pramonės g.,23500,839,1,28,4,5
1266,Justiniškės,Taikos g.,83000,1239,3,67,7,9
1267,Grigiškės,Šviesos g.,62000,1220,2,50.81,1,5
1268,Senamiestis,Subačiaus g.,43000,2150,1,20,4,5
1269,Pilaitė,Bitėnų g.,99999,1912,3,52.3,3,4
1270,Pilaitė,Bitėnų g.,99999,1912,3,52.3,3,4
1271,Fabijoniškės,Salomėjos Nėries g.,71900,1067,3,67.37,5,5
1272,Lazdynėliai,Jonažolių g.,72777,1702,2,42.77,5,5
1273,Lazdynai,Jonažolių g.,72777,1702,2,42.77,5,5
1274,Žirmūnai,Ulonų g.,167950,1896,3,88.56,3,6
1275,Šiaurės miestelis,Ulonų g.,167950,1896,3,88.56,3,6
1276,Naujamiestis,Savanorių pr.,42000,3231,1,13,1,5
1277,Naujamiestis,Kedrų g.,38000,2714,1,14,1,5
1278,Naujamiestis,Kedrų g.,36000,2571,1,14,1,5
1279,Šeškinė,Laisvės pr.,59000,1553,1,38,1,5
1280,Lazdynėliai,Jonažolių g.,119000,1788,2,66.56,5,9
1281,Lazdynai,Jonažolių g.,119000,1788,2,66.56,5,9
1282,Karoliniškės,Igno Šimulionio g.,205000,2636,3,77.77,3,3
1283,Fabijoniškės,Salomėjos Nėries g.,65000,1757,1,37,10,10
1284,Užupis,Peteliškių g.,336000,3375,4,99.56,4,5
1285,Antakalnis,Peteliškių g.,336000,3375,4,99.56,4,5
1286,Fabijoniškės,Mykolo Sleževičiaus g.,105000,2306,3,45.54,4,6
1287,Jeruzalė,Mykolo Sleževičiaus g.,105000,2306,3,45.54,4,6
1288,Visoriai,Mykolo Sleževičiaus g.,105000,2306,3,45.54,4,6
1289,Senamiestis,Mindaugo g.,99000,3536,1,28,3,7
1290,Naujoji Vilnia,Pramonės g.,16900,805,1,21,3,5
1291,Žvėrynas,Lokių g.,240000,2901,3,82.73,2,3
1292,Karoliniškės,Vido Maciulevičiaus g.,59000,1782,1,33.1,2,5
1293,Antakalnis,Klinikų g.,125000,1736,3,72,4,5
1294,Antakalnis,Klinikų g.,125000,1736,3,72,4,5
1295,Naujamiestis,Gerosios Vilties g.,22000,1294,1,17,5,5
1296,Naujamiestis,Savanorių pr.,41000,1864,1,22,4,9
1297,Jeruzalė,Didlaukio g.,77000,1633,2,47.15,1,5
1298,Baltupiai,Didlaukio g.,77000,1633,2,47.15,1,5
1299,Žirmūnai,Kalvarijų g.,57500,1742,1,33,2,5
1300,Šnipiškės,Kalvarijų g.,57500,1742,1,33,2,5
1301,Antakalnis,V. Grybo g.,144944,2511,2,57.73,8,10
1302,Antakalnis,Šilo g.,130000,1912,3,68,1,4
1303,Šnipiškės,Lvovo g.,135000,2045,2,66,4,5
1304,Pilaitė,Gilužio g.,110000,1358,3,81,2,6
1305,Žvėrynas,Pušų g.,274000,1846,5,148.46,2,3
1306,Žvėrynas,Pušų g.,274000,1846,5,148.46,2,3
1307,Naujamiestis,Muitinės g.,55450,1232,2,45,1,5
1308,Grigiškės,Kovo 11-osios g.,61000,953,3,64,7,9
1309,Pilaitė,Pilkalnio g.,109000,2096,3,52,2,4
1310,Justiniškės,Taikos g.,107000,1621,3,66,3,5
1311,Šnipiškės,Kintų g.,240000,2222,4,108,1,2
1312,Šnipiškės,Kintų g.,139000,1913,4,72.67,2,4
1313,Šnipiškės,Kintų g.,112000,2106,2,53.17,2,4
1314,Šnipiškės,Kintų g.,112000,2106,3,53.17,2,4
1315,Bajorai,Bajorų kel.,97000,1916,2,50.63,4,4
1316,Šnipiškės,Kalvarijų g.,85000,1090,4,78,4,5
1317,Naujamiestis,Algirdo g.,63000,1370,2,46,1,5
1318,Karoliniškės,Algimanto Petro Kavoliuko g.,56000,1677,1,33.4,2,5
1319,Karoliniškės,Algimanto Petro Kavoliuko g.,56000,1647,1,34,2,5
1320,Šnipiškės,Kintų g.,89000,2027,2,43.91,2,4
1321,Naujamiestis,Kauno g.,52000,3059,1,17,3,4
1322,Senamiestis,Tilto g.,81970,2624,1,31.24,1,2
1323,Pašilaičiai,Perkūnkiemio g.,81900,1861,2,44,4,9
1324,Viršuliškės,Viršuliškių g.,64250,1004,3,64,9,9
1325,Viršuliškės,Viršuliškių g.,64250,1004,3,64,9,9
1326,Antakalnis,Šilo g.,469000,1763,5,266,1,4
1327,Užupis,Krivių g.,539000,3080,5,175,5,5
1328,Senamiestis,J. Basanavičiaus g.,195000,3250,2,60,2,2
1329,Senamiestis,Lydos g.,135900,3883,2,35,1,3
1330,Žvėrynas,Saltoniškių g.,232000,3002,3,77.28,8,10
1331,Žirmūnai,Žirmūnų g.,51990,2363,1,22,9,9
1332,Žirmūnai,Žirmūnų g.,52000,2364,1,22,9,9
1333,Senamiestis,Markučių g.,295000,2149,4,137.27,2,3
1334,Senamiestis,Markučių g.,295000,2149,5,137.27,2,3
1335,Užupis,Markučių g.,295000,2149,5,137.27,2,3
1336,Markučiai,Markučių g.,295000,2149,4,137.27,2,3
1337,Užupis,Markučių g.,295000,2149,4,137.27,2,3
1338,Antakalnis,Antakalnio g.,62500,1524,2,41,5,5
1339,Viršuliškės,Viršuliškių g.,60000,1277,2,47,5,5
1340,Senamiestis,Bazilijonų g.,342950,2500,4,137.18,2,4
1341,Senamiestis,Bazilijonų g.,327336,2389,4,137,2,3
1342,Pašilaičiai,Gabijos g.,70000,1137,3,61.56,5,9
1343,Naujininkai,Zanavykų g.,78000,1418,3,55,1,4
1344,Pilaitė,Pilkalnio g.,90555,1111,4,81.48,1,3
1345,Pilaitė,Pilkalnio g.,90188,1111,3,81.15,1,3
1346,Naujamiestis,M. K. Čiurlionio g.,340000,2671,4,127.28,1,3
1347,Senamiestis,Trakų g.,310000,3031,4,102.29,2,3
1348,Žirmūnai,Žirmūnų g.,55000,2500,1,22,7,9
1349,Senamiestis,Gedimino pr.,675000,3479,4,194,4,8
1350,Naujininkai,Meistrų g.,32500,1161,2,28,5,5
1351,Bajorai,Mokyklos g.,49000,1400,2,35,4,5
1352,Bukiškio k.,Mokyklos g.,49000,1400,2,35,4,5
1353,Žirmūnai,Kalvarijų g.,88000,1375,3,64,4,5
1354,Šnipiškės,Kalvarijų g.,88000,1375,3,64,4,5
1355,Naujamiestis,Gedimino pr.,139000,2673,2,52,3,3
1356,Naujamiestis,Naugarduko g.,99900,1665,2,60,1,2
1357,Pilaitė,Bitėnų g.,119000,1951,3,61,2,4
1358,Pilaitė,Bitėnų g.,112011,1807,3,62,2,4
1359,Naujamiestis,Mindaugo g.,166000,2285,3,72.64,2,3
1360,Fabijoniškės,Fabijoniškių g.,138000,2060,2,67,1,4
1361,Žirmūnai,Tuskulėnų g.,68500,1457,2,47,1,5
1362,Naujamiestis,S. Konarskio g.,70000,1892,2,37,1,4
1363,Antakalnis,Kučkuriškių g.,41500,1297,2,32,2,2
1364,Pašilaičiai,Perkūnkiemio g.,110900,1848,3,60,8,9
1365,Užupis,Polocko g.,29500,1735,1,17,2,4
1366,Tarandės k.,"
",119000,1993,2,59.72,1,2
1367,Klevinės vs.,"
",119000,1993,2,59.72,1,2
1368,Klevinės vs.,"
",119000,1993,2,59.72,1,2
1369,Šnipiškės,Kintų g.,57000,2348,1,24.28,1,4
1370,Žirmūnai,Minties g.,77500,1761,2,44,5,5
1371,Šeškinė,Buivydiškių g.,59900,1426,1,42,2,12
1372,Pašilaičiai,Leičių g.,59500,1293,2,46,4,9
1373,Pašilaičiai,Bieliūnų g.,72000,1075,3,67,2,9
1374,Justiniškės,Taikos g.,87900,1418,3,62.01,3,5
1375,Senamiestis,Vašingtono a.,220000,3492,2,63,3,6
1376,Jeruzalė,Baltupio g.,149000,1231,4,121,3,4
1377,Jeruzalė,Baltupio g.,165000,1364,4,121,3,4
1378,Antakalnis,Antakalnio g.,118000,1595,3,74,4,5
1379,Naujininkai,Dariaus ir Girėno g.,27500,1528,1,18,1,5
1380,Antakalnis,P. Vileišio g.,75000,1586,2,47.29,1,5
1381,Senamiestis,V. Šopeno g.,114000,2525,1,45.15,1,4
1382,Šnipiškės,Daugėliškio g.,100000,1111,4,90,1,2
1383,Šnipiškės,Daugėliškio g.,100000,1120,3,89.32,1,2
1384,Karoliniškės,Vytauto Vaitkaus g.,58000,1239,2,46.8,1,9
1385,Antakalnis,V. Grybo g.,259000,1738,4,149,4,5
1386,Užupis,Užupio g.,53000,1606,1,33,0,2
1387,Karoliniškės,Sietyno g.,49900,1279,2,39,2,4
1388,Pašilaičiai,Leičių g.,84011,1031,3,81.45,9,9
1389,Vilkpėdė,Savanorių pr.,82000,1206,2,68,3,3
1390,Vilkpėdė,Savanorių pr.,82000,1200,2,68.34,3,3
1391,Santariškės,Bajorų kel.,96000,1882,2,51,1,4
1392,Visoriai,Bajorų kel.,96000,1882,2,51,1,4
1393,Bajorai,Bajorų kel.,96000,1882,2,51,1,4
1394,Bajorai,Mykolo Marcinkevičiaus g.,143000,1363,3,104.93,2,4
1395,Jeruzalė,Mykolo Marcinkevičiaus g.,143000,1363,3,104.93,2,4
1396,Santariškės,Mykolo Marcinkevičiaus g.,143000,1363,3,104.93,2,4
1397,Senamiestis,J. Basanavičiaus g.,140000,2000,3,70,2,3
1398,Naujamiestis,J. Basanavičiaus g.,140000,2009,3,69.68,2,2
1399,Naujamiestis,J. Basanavičiaus g.,140000,2000,4,70,2,3
1400,Šeškinė,Gelvonų g.,70000,1388,2,50.43,4,9
1401,Šnipiškės,Lvovo g.,81500,2397,2,34,2,6
1402,Šeškinė,Gelvonų g.,73800,1447,2,51,6,9
1403,Senamiestis,Aguonų g.,355000,2773,4,128,1,4
1404,Antakalnis,V. Grybo g.,79900,1902,2,42,1,4
1405,Baltupiai,Kalvarijų g.,27500,1375,1,20,9,12
1406,Naujoji Vilnia,Pavilnionių g.,71500,1324,2,54,1,4
1407,Naujamiestis,Algirdo g.,232000,2071,4,112,3,3
1408,Senamiestis,Algirdo g.,232000,2070,4,112.08,3,3
1409,Šnipiškės,Kernavės g.,180000,1721,5,104.6,1,6
1410,Šnipiškės,Daugėliškio g.,175000,2060,4,84.96,6,6
1411,Šnipiškės,Daugėliškio g.,115000,2228,3,51.62,2,7
1412,Senamiestis,Švitrigailos g.,119900,2922,2,41.03,3,7
1413,Naujamiestis,Vytenio g.,119900,2922,2,41.03,3,7
1414,Naujamiestis,Kauno g.,119900,2922,2,41.03,3,7
1415,Antakalnis,Nemenčinės pl.,185000,1878,3,98.49,2,5
1416,Verkiai,Verkių g.,310000,3374,3,91.87,4,4
1417,Naujamiestis,Savanorių pr.,52500,1762,1,29.8,4,9
1418,Senamiestis,Bazilijonų g.,456256,2850,4,160.09,4,4
1419,Senamiestis,Lydos g.,326000,3496,3,93.24,2,3
1420,Senamiestis,Lydos g.,221000,4390,2,50.34,3,3
1421,Senamiestis,Lydos g.,345000,4295,3,80.33,3,3
1422,Senamiestis,Lydos g.,352000,4195,3,83.91,3,3
1423,Senamiestis,Lydos g.,345400,4300,3,80.33,3,3
1424,Senamiestis,Lydos g.,297000,4302,2,69.04,1,3
1425,Pilaitė,Bitėnų g.,79900,1776,2,45,3,4
1426,Pilaitė,Bitėnų g.,79900,1776,2,45,3,4
1427,Antakalnis,Filaretų g.,230000,2346,3,98.02,8,8
1428,Užupis,Filaretų g.,240000,2500,3,96,8,8
1429,Markučiai,Filaretų g.,230000,2346,3,98.02,8,8
1430,Užupis,Filaretų g.,230000,2346,3,98.02,8,8
1431,Antakalnis,Filaretų g.,129000,2847,2,45.31,2,4
1432,Senamiestis,Klaipėdos g.,142000,4317,2,32.89,2,3
1433,Senamiestis,Paupio g.,119500,2390,2,50,3,5
1434,Užupis,Paupio g.,119500,2390,3,50,3,5
1435,Senamiestis,Paupio g.,119500,2390,3,50,3,5
1436,Užupis,Paupio g.,119500,2390,2,50,3,5
1437,Markučiai,Paupio g.,119500,2390,3,50,3,5
1438,Lazdynai,Architektų g.,44000,1350,1,32.6,3,12
1439,Karoliniškės,Algimanto Petro Kavoliuko g.,86000,1732,2,49.65,3,5
1440,Santariškės,Bajorų kel.,60000,1622,1,37,2,3
1441,Baltupiai,Jurgio Lebedžio g.,150000,2331,3,64.34,1,5
1442,Šnipiškės,Jurgio Lebedžio g.,150000,2331,3,64.34,1,5
1443,Šnipiškės,Širvintų g.,69900,1248,3,56,5,5
1444,Pašilaičiai,Laisvės pr.,99800,1379,3,72.37,2,5
1445,Pašilaičiai,Laisvės pr.,99800,1379,2,72.37,2,5
1446,Senamiestis,A. Rotundo g.,73500,3500,1,21,2,3
1447,Senamiestis,A. Rotundo g.,73500,3500,1,21,2,3
1448,Naujamiestis,A. Rotundo g.,73500,3500,1,21,2,3
1449,Naujamiestis,A. Rotundo g.,73500,3500,1,21,2,3
1450,Grigiškės,Vilniaus g.,40000,1422,1,28.12,1,2
1451,Grigiškės,Vilniaus g.,40000,1379,1,29,1,2
1452,Šeškinė,Deltuvos g.,85100,1807,2,47.1,1,9
1453,Pilaitė,Bitėnų g.,99999,1852,3,54,4,4
1454,Pilaitė,Bitėnų g.,100011,1905,3,52.5,4,4
1455,Naujamiestis,Naugarduko g.,140000,1838,3,76.18,2,3
1456,Naujininkai,Kapsų g.,45000,1286,2,35,2,5
1457,Senamiestis,Literatų g.,99000,4514,1,21.93,3,4
1458,Pašilaičiai,Justiniškių g.,92700,2107,2,44,2,4
1459,Justiniškės,Justiniškių g.,92700,2107,3,44,2,4
1460,Justiniškės,Justiniškių g.,92700,2107,2,44,2,4
1461,Lazdynai,Architektų g.,46000,1420,1,32.39,3,9
1462,Senamiestis,A. Jakšto g.,468880,4000,5,117.22,3,6
1463,Baltupiai,Trinapolio g.,72500,2071,1,35,3,9
1464,Turniškės,Turniškių g.,155000,1742,3,89,1,3
1465,Valakampiai,Turniškių g.,155000,1742,3,89,1,3
1466,Šnipiškės,Šilutės g.,45500,1422,1,32,1,2
1467,Užupis,Užupio g.,118000,2950,2,40,1,1
1468,Naujamiestis,Gedimino pr.,511300,4456,4,114.74,3,5
1469,Senamiestis,Dysnos g.,152000,4471,1,34,1,2
1470,Senamiestis,Klaipėdos g.,175000,4167,2,42,1,2
1471,Naujamiestis,Gedimino pr.,201536,4629,2,43.54,2,5
1472,Karoliniškės,Igno Šimulionio g.,115000,1386,3,83,2,7
1473,Karoliniškės,Sausio 13-osios g.,115000,1386,2,83,2,7
1474,Pavilnys,Plytų g.,42500,956,2,44.46,2,2
1475,Užupis,Paplaujos g.,242500,2500,4,97,6,6
